total,image,text,ground_mse,contrast
4.001161586032825,0.23456890881061554,3.6790051460266113,0.02076106145977974,0.0
3.819567908062024,0.241933211684227,3.782399892807007,0.017767608165740967,0.0
3.8123708132947427,0.2194584161043167,2.5824813842773438,0.009168372489511967,0.0
3.8155233109934947,0.2494547814130783,4.279153347015381,0.008136522024869919,0.0
3.817889001262322,0.26944154500961304,4.862046241760254,0.012181618250906467,0.0
3.811272028456913,0.220887690782547,2.4093949794769287,0.008074669167399406,0.0
3.817265298929107,0.26827266812324524,4.092850208282471,0.004687843844294548,0.0
3.814602107814189,0.2565779983997345,3.6953728199005127,0.0037753903307020664,0.0
3.8142185954565413,0.21874140202999115,4.104668140411377,0.006947272457182407,0.0
3.8156455674867953,0.23174609243869781,4.289575099945068,0.004345238674432039,0.0
3.815547024266104,0.23842637240886688,3.7248547077178955,0.0061257388442754745,0.0
3.817391354716226,0.25396624207496643,4.859810829162598,0.008214544504880905,0.0
3.812138647845622,0.23455186188220978,3.2287862300872803,0.0035644196905195713,0.0
3.812029925624976,0.2611960768699646,3.213242292404175,0.004087349865585566,0.0
3.8134421257490523,0.257821649312973,3.7513084411621094,0.007961191236972809,0.0
3.814855200521062,0.22725273668766022,3.8442986011505127,0.0036616777069866657,0.0
3.816562503911136,0.2633863687515259,4.858436107635498,0.0031587686389684677,0.0
3.8118100434206843,0.2503189146518707,2.931331157684326,0.0049864137545228004,0.0
3.8142940395333795,0.24250507354736328,3.631765365600586,0.002950402209535241,0.0
3.815287180830923,0.2513737082481384,4.468977451324463,0.0030662573408335447,0.0
