total,image,text,ground_mse,contrast
3.967647532398781,0.26844069361686707,2.6418142318725586,0.038144297897815704,0.0
3.833478393179647,0.2745268642902374,3.551813840866089,0.036185961216688156,0.0
3.824607918771465,0.22211146354675293,2.426884412765503,0.011242994107306004,0.0
3.826824012097348,0.23814757168293,3.338179111480713,0.012613506987690926,0.0
3.827062927605061,0.2506926655769348,3.2059218883514404,0.004854355938732624,0.0
3.8297207944848566,0.24376584589481354,4.99365758895874,0.0034185140393674374,0.0
3.829119719816058,0.31299108266830444,4.079798221588135,0.00907561369240284,0.0
3.825443275858847,0.24230006337165833,2.9266183376312256,0.01275622472167015,0.0
3.8258347290285517,0.22963407635688782,3.6571311950683594,0.009918193332850933,0.0
3.82604712180877,0.25268620252609253,4.209752559661865,0.012017734348773956,0.0
3.825337918286913,0.24755790829658508,3.223731517791748,0.015814535319805145,0.0
3.828198090697942,0.2294890284538269,4.432793140411377,0.002318532671779394,0.0
3.827644900659497,0.23240742087364197,4.1823015213012695,0.005627652630209923,0.0
3.8236002895269503,0.2977985739707947,2.626102924346924,0.005661995615810156,0.0
3.8240018989262956,0.21935074031352997,2.9692511558532715,0.006154112983494997,0.0
3.826343376984757,0.22514967620372772,4.387883186340332,0.015666527673602104,0.0
3.828206846553288,0.25179269909858704,4.5086541175842285,0.0018792219925671816,0.0
3.8243031113335255,0.25424471497535706,3.170635938644409,0.007931102998554707,0.0
3.8235715922344937,0.24498021602630615,2.758838415145874,0.00767879094928503,0.0
3.8263033943229847,0.23698608577251434,3.5615763664245605,0.006113240960985422,0.0
